time	V(n003)
6.778454890919079e-004	-1.112693e+000
6.782977209832048e-004	-1.110125e+000
6.790179911784262e-004	-1.109541e+000
6.794389190580057e-004	-1.113848e+000
6.801050243442309e-004	-1.120765e+000
6.805242587800490e-004	-1.120782e+000
6.810273941065638e-004	-1.118126e+000
6.814088552080575e-004	-1.117058e+000
6.818748703355823e-004	-1.119401e+000
6.823344504501522e-004	-1.124439e+000
6.831129916871853e-004	-1.129053e+000
6.835621427658220e-004	-1.127275e+000
6.842625892882416e-004	-1.125366e+000
6.846951381348246e-004	-1.128415e+000
6.854449813191406e-004	-1.135818e+000
6.859070501032802e-004	-1.136475e+000
6.864113835053036e-004	-1.134377e+000
6.872106303213522e-004	-1.134414e+000
6.876716990947010e-004	-1.138587e+000
6.884169819046134e-004	-1.144070e+000
6.888722249863244e-004	-1.143392e+000
6.896172648276416e-004	-1.140792e+000
6.900927694022909e-004	-1.142941e+000
6.906439471072362e-004	-1.147827e+000
6.910634251903197e-004	-1.150664e+000
6.915824067415303e-004	-1.150918e+000
6.925336029036769e-004	-1.148534e+000
6.930601754731228e-004	-1.151180e+000
6.940758332191339e-004	-1.158152e+000
6.945941252123926e-004	-1.157753e+000
6.955600763348345e-004	-1.156104e+000
6.960729352163669e-004	-1.159123e+000
6.969823905978975e-004	-1.164948e+000
6.974952111218187e-004	-1.164525e+000
6.984186039722815e-004	-1.162887e+000
6.989418780280597e-004	-1.165588e+000
6.999130944426804e-004	-1.171347e+000
7.004476648347986e-004	-1.170938e+000
7.014152177449821e-004	-1.169652e+000
7.019552880825487e-004	-1.172450e+000
7.029081996135752e-004	-1.177517e+000
7.034536877364708e-004	-1.177015e+000
7.043988463906867e-004	-1.175938e+000
7.049499528970906e-004	-1.178616e+000
7.059125051920411e-004	-1.183305e+000
7.064744256065447e-004	-1.182811e+000
7.074433534862750e-004	-1.181953e+000
7.080118651511558e-004	-1.184597e+000
7.089853385682101e-004	-1.188788e+000
7.095639726327383e-004	-1.188214e+000
7.105459710506969e-004	-1.187650e+000
7.111304006618376e-004	-1.190274e+000
7.121429111425307e-004	-1.193921e+000
7.127426060106920e-004	-1.193193e+000
7.137875148880223e-004	-1.193268e+000
7.143981817074300e-004	-1.196021e+000
7.155355937196876e-004	-1.198558e+000
7.167274594035986e-004	-1.197558e+000
7.174272681635901e-004	-1.199752e+000
7.188166278890289e-004	-1.203050e+000
7.201044459770011e-004	-1.202234e+000
7.208687307394141e-004	-1.204512e+000
7.224048765378731e-004	-1.206985e+000
